potential_total_value_of_award,binned_potential_value,Last Contract Modification/Ammendment,recipient_state_name,extent_competed_code,product_or_service_code,award_type_code,program_activities_funding_this_award,woman_owned_business,minority_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code,number_of_offers_imputed
1392,Low,2,OHIO,D,F108,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
266400,Med,0,VIRGINIA,D,R425,C,00L8: SAFE WATER FOR SMALL AND DISADVANTAGES COMMUNITIES,t,t,f,S,1
263223,Med,4,MASSACHUSETTS,A,F999,C,0080: INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,f,f,f,O,1
92123.29,Low,3,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,3
13263.97,Low,0,MASSACHUSETTS,A,F108,A,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",t,f,f,S,1
802061.86,Med,15,MISSOURI,D,F108,C,"0000: UNKNOWN;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S,1
222911,Low,0,VIRGINIA,A,R425,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
442165.51,Med,3,MASSACHUSETTS,A,F099,C,0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),f,f,f,O,1
123320,Low,2,FLORIDA,F,R499,A,0000: UNKNOWN;00A4: REGULATORY INNOVATION,f,f,f,O,1
249510,Low,0,MISSOURI,G,7A20,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S,1
67985.09,Low,4,NORTH CAROLINA,A,R499,C,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O,4
747336,Med,12,VIRGINIA,A,R499,C,0000: UNKNOWN;0053: DRINKING WATER PROGRAMS;0088: MARINE POLLUTION;00D4: SURFACE WATER PROTECTION,f,f,f,O,1
820737,Med,15,NEW YORK,A,B510,C,,f,f,f,O,2
4299592.68,Med,0,NEW JERSEY,A,DG11,C,00F8: IT / DATA MANAGEMENT,f,f,f,O,1
119805,Low,0,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,2
3989011.96,Med,4,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
327619,High,4,VIRGINIA,A,F999,A,0046: CLIMATE PROTECTION PROGRAM,f,f,f,S,1
3516521.19,Med,1,VIRGINIA,A,R408,A,"0053: DRINKING WATER PROGRAMS;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",f,f,f,O,1
7676.42,Low,3,MASSACHUSETTS,A,X1GD,C,00F8: IT / DATA MANAGEMENT;0608: IT / DATA MANAGEMENT,f,f,f,O,1
4637752.91,Med,5,VIRGINIA,A,F110,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
1000000,High,0,MARYLAND,D,AJ14,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,f,f,f,S,1
11183.56,Low,1,TEXAS,A,6740,C,,f,f,f,S,3
60775,Low,0,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,2
82500,Low,1,NORTH CAROLINA,F,R499,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",t,f,f,S,3
63492.1,Low,4,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S,1
2588944.88,Med,23,NEW YORK,A,D316,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT,f,f,f,S,1
10677394.81,Med,13,VIRGINIA,A,B504,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
211761.44,Low,2,VIRGINIA,A,AJ11,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",f,f,f,O,1
3688000,Med,0,COLORADO,A,F999,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
31000000,High,0,VIRGINIA,A,R499,,0053: DRINKING WATER PROGRAMS,f,f,f,O,1
15745,Low,0,OHIO,C,6630,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
79216,Low,1,ALABAMA,D,R499,C,0090: NEPA IMPLEMENTATION,f,t,f,S,3
222837,Low,5,NEW YORK,C,D317,D,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O,1
162471,Low,0,OHIO,A,AJ11,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,f,f,f,O,1
1074000,Med,1,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
8553195,Med,28,MASSACHUSETTS,A,R499,A,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O,1
521574,High,5,OHIO,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,t,t,f,S,1
67500,Low,1,VIRGINIA,F,S208,D,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,t,t,O,3
151736.96,Low,0,VIRGINIA,F,6640,B,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,t,t,f,S,2
806925,Med,4,VIRGINIA,A,F999,A,0086: LUST / UST;00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
298133,Med,0,VIRGINIA,A,F999,A,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,O,1
34423.2,Low,1,CALIFORNIA,F,J066,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
23074.07,Low,1,FLORIDA,D,Z1AA,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,t,f,S,1
389834.27,Med,10,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S,1
80341.42,Low,2,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
40021.45,Low,0,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S,1
62941.73,Low,0,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S,1
10204936,Med,0,MARYLAND,A,R499,A,0076: INDOOR AIR:  RADON PROGRAM;00H5: REDUCE RISKS FROM INDOOR AIR,f,f,f,S,1
10226,Low,1,DISTRICT OF COLUMBIA,A,R499,A,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
1844289.58,Med,4,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
80000000,Med,24,CALIFORNIA,D,C214,,,f,t,f,S,2
20000,Low,3,KENTUCKY,F,D317,B,00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS,f,f,f,O,1
1517945,Med,18,MASSACHUSETTS,A,R408,A,0000: UNKNOWN;0050: COMPLIANCE MONITORING,f,f,f,O,1
74177.9,Low,19,MISSOURI,D,F108,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
2967584.34,Med,10,MISSOURI,D,F108,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S,1
8575,Low,1,WISCONSIN,F,Q301,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,3
4196139.7,Med,9,TENNESSEE,A,R499,C,"0046: CLIMATE PROTECTION PROGRAM;0058: FEDERAL STATIONARY SOURCE REGULATIONS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O,1
169582,Low,1,VIRGINIA,A,R408,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O,2
2710051.91,Med,18,VIRGINIA,A,C214,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL;0402: SUPERFUND:  REMEDIAL,f,f,f,O,1
6942204.17,Med,8,CALIFORNIA,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL",f,f,f,O,1
341311,High,1,ALABAMA,D,R616,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S,3
710786.45,Med,12,ALABAMA,A,R431,C,0000: UNKNOWN;00F5: HUMAN RESOURCES MANAGEMENT,f,f,f,S,1
20493,Low,2,PENNSYLVANIA,C,7G22,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00J7: GREAT LAKES RESTORATION",f,f,f,O,1
549295.08,Med,12,MASSACHUSETTS,A,F999,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
11685,Low,1,WISCONSIN,G,J066,B,"00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O,1
22026,Low,0,TEXAS,A,7A21,A,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O,1
197288.8,Low,6,MARYLAND,G,7030,B,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,1
148805195.4,Med,40,DELAWARE,D,F108,,,f,f,f,S,4
450000000,High,0,MARYLAND,D,C219,,00J7: GREAT LAKES RESTORATION,f,f,f,S,4
79800.05,Low,3,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
414998,Med,0,MASSACHUSETTS,C,F999,C,00E7: CIVIL RIGHTS/TITLE VI COMPLIANCE,f,f,f,O,1
18905,Low,0,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,1
25000,Low,1,DELAWARE,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,3
25987.82,Low,0,VIRGINIA,F,R499,B,0071: HOMELAND SECURITY:  CRITICAL INFRASTRUCTURE PROTECTION,f,f,f,O,1
40623,Low,0,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,3
1680507,Med,2,VIRGINIA,A,R425,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
1601283.78,Med,8,VIRGINIA,A,R499,C,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT;0608: IT / DATA MANAGEMENT,f,f,f,O,4
127947.61,Low,13,MISSOURI,A,R429,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
518511.95,Med,7,MARYLAND,D,R408,C,00C7: SUPERFUND: ENFORCEMENT,f,f,t,S,1
1709256.91,Med,6,KANSAS,A,DG11,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT,t,t,f,S,10
374005.28,Med,8,VIRGINIA,A,C214,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S,1
171000,Low,1,NORTH CAROLINA,F,AH52,C,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S,1
260949.39,Med,0,MARYLAND,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,2
890507,Med,0,TENNESSEE,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O,1
1963661.88,Med,0,VIRGINIA,A,R499,C,0070: HOMELAND SECURITY:  COMMUNICATION AND INFORMATION,f,f,f,O,1
378945.36,Med,0,CALIFORNIA,A,J066,C,00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION,f,t,f,S,3
99309,Low,1,NEW YORK,D,AJ11,D,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S,185
21319.5,Low,0,VIRGINIA,C,DE02,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
54825,Low,2,NEW YORK,G,7A21,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O,1
1492017,Med,2,TENNESSEE,A,F115,,,f,f,f,S,1
715000,Med,1,CALIFORNIA,C,DH10,B,00F5: HUMAN RESOURCES MANAGEMENT,f,f,f,S,1
846010.7,Med,0,VIRGINIA,A,R431,A,00F5: HUMAN RESOURCES MANAGEMENT,f,t,f,S,1
1067467.95,Med,12,MARYLAND,D,R499,C,0000: UNKNOWN;0043: BROWNFIELDS;00A1: RCRA:  WASTE MANAGEMENT,f,f,f,S,1
66725,Low,0,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,2
252793.5,Med,0,COLORADO,A,R499,C,00AK: ALASKA CONTAMINATED LANDS,f,f,f,S,2
63662.9,Low,3,VIRGINIA,A,B510,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O,2
266809.2,Med,2,NORTH CAROLINA,A,F101,A,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O,1
901767.54,Med,13,MASSACHUSETTS,A,R710,C,"0000: UNKNOWN;00C7: SUPERFUND: ENFORCEMENT;00C7: SUPERFUND:  ENFORCEMENT;0307: SUPERFUND:  ENFORCEMENT;0505: CENTRAL PLANNING, BUDGETING, AND FINANCE;3099: RCRA:  CORRECTIVE ACTION",f,f,f,O,1
86689,Low,4,OHIO,G,6350,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S,1
23000000,Med,0,FLORIDA,D,R499,,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,t,t,S,12
11950.2,Low,0,MICHIGAN,F,6810,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,S,3
90471.63,Low,3,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
7614316,Med,13,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S,1
1994070.86,High,30,GEORGIA,A,R429,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL",f,f,f,O,1
68935,Low,5,NEW YORK,F,J066,B,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,2
856240,Med,0,OHIO,D,R425,C,00J7: GREAT LAKES RESTORATION;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,t,t,f,S,1
65231.22,Low,0,ILLINOIS,A,6640,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,2
126486.78,Low,7,MASSACHUSETTS,A,F999,C,0000: UNKNOWN;00D4: SURFACE WATER PROTECTION,f,f,f,O,1
250950,Med,2,VIRGINIA,A,F999,A,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
947472.1,Med,14,VIRGINIA,A,C214,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
40000000,Med,3,MARYLAND,D,C1DB,,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S,21
40293,Low,2,VIRGINIA,A,R499,A,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O,1
55000,Low,2,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
148898.42,Low,13,MARYLAND,D,F999,C,0000: UNKNOWN;00F1: EXCHANGE NETWORK,f,f,f,S,1
3821511.84,Med,14,COLORADO,B,M1GZ,D,0000: UNKNOWN;0079: BROWNFIELDS PROJECTS;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL,t,t,f,S,1
15408.06,Low,7,MISSOURI,D,F108,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
0,Low,4,PENNSYLVANIA,A,R408,,,f,f,f,O,3
22412.9,Low,0,OHIO,F,6515,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,O,3
263437.5,Med,4,FLORIDA,C,7030,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
14422,Low,1,CALIFORNIA,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
20000000,Med,9,VIRGINIA,A,V301,,,f,f,f,O,4
665413,High,19,MASSACHUSETTS,A,F999,C,0000: UNKNOWN;0079: BROWNFIELDS PROJECTS;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00D8: TRI / RIGHT TO KNOW;00E4: ALTERNATIVE DISPUTE RESOLUTION;00F9: LEGAL ADVICE: ENVIRONMENTAL PROGRAM;00G1: LEGAL ADVICE: SUPPORT PROGRAM,f,f,f,O,1
15305.49,Low,0,KANSAS,G,9540,B,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,S,1
200000,Low,1,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,3
225350.49,Low,1,MISSOURI,D,F108,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S,1
5151437,Med,2,TEXAS,D,B510,C,00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,f,f,S,1
104299849,High,3,VIRGINIA,A,DF01,,,t,f,f,S,29
121842,Low,6,DELAWARE,A,J066,C,0044: CIVIL ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
25000548.27,Med,53,TEXAS,A,R425,D,0000: UNKNOWN;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION;3046: CLIMATE PROTECTION PROGRAM;3061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
20437789.46,High,32,NEW JERSEY,D,V214,D,0000: UNKNOWN;00J7: GREAT LAKES RESTORATION;1007: GREAT LAKES RESTORATION,f,f,f,S,2
21151.62,Low,3,VIRGINIA,D,R425,C,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,S,1
133886,Low,0,OHIO,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,t,t,f,S,1
17916.87,Low,0,MAINE,G,B516,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,t,f,O,1
1001320.23,Med,13,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
2844951.82,Med,9,IDAHO,A,R410,C,0095: POLLUTION PREVENTION PROGRAM;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,t,t,f,S,1
282724,Med,3,MASSACHUSETTS,A,R499,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
83970.37,Low,6,MISSOURI,A,R429,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
98379.48,Low,1,MARYLAND,D,DA01,C,00F8: IT / DATA MANAGEMENT,t,t,f,S,4
690869.07,Med,0,VIRGINIA,D,F108,C,00C9: SUPERFUND:  FEDERAL FACILITIES,f,f,f,S,2
60243.75,Low,0,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,2
344877.27,Med,1,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
2150000,Med,2,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
149348.7,Low,2,VIRGINIA,A,B528,A,0097: RADIATION:  PROTECTION,f,f,f,S,1
307478,Med,6,TENNESSEE,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O,1
1631860.07,Med,8,CALIFORNIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,6
473888,Med,1,MASSACHUSETTS,G,F101,A,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00D8: TRI / RIGHT TO KNOW,f,f,f,O,1
19402.81,Low,8,CONNECTICUT,A,W074,C,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O,2
91090,Low,0,TEXAS,F,6640,B,0054: ENDOCRINE DISRUPTORS,f,f,f,S,1
47292.69,Low,2,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S,1
265639,Med,3,DISTRICT OF COLUMBIA,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O,4
473527.37,Med,6,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S,4
195016,Low,0,GEORGIA,,6830,,,f,f,f,S,1
65182,Low,1,VIRGINIA,A,R408,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O,1
4261196.69,Med,4,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
411000,High,0,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
243478.19,Low,7,VIRGINIA,A,R499,C,0084: HUMAN HEALTH RISK ASSESSMENT;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
251571,Med,1,VIRGINIA,A,R499,C,0084: HUMAN HEALTH RISK ASSESSMENT,f,f,f,O,1
664142.35,Med,14,WISCONSIN,A,C219,C,0000: UNKNOWN;00J7: GREAT LAKES RESTORATION,f,f,f,O,1
29684,Low,1,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
18576014,Med,12,NORTH CAROLINA,A,R499,C,0000: UNKNOWN;0054: ENDOCRINE DISRUPTORS,f,f,f,O,2
78770,Low,3,MASSACHUSETTS,A,R499,C,0053: DRINKING WATER PROGRAMS,f,f,f,O,1
632715,Med,3,MASSACHUSETTS,A,R425,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
27150,Low,0,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
744782.26,Med,5,MASSACHUSETTS,A,R499,C,0000: UNKNOWN;0046: CLIMATE PROTECTION PROGRAM,f,f,f,O,2
22239.86,Low,0,VIRGINIA,D,7A21,C,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,t,t,S,17
96931,Low,0,OHIO,D,R425,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",t,t,f,S,1
17260,Low,0,TEXAS,F,J066,B,0046: CLIMATE PROTECTION PROGRAM,f,f,f,S,1
11128,Low,0,MASSACHUSETTS,G,7A20,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
30120,Low,0,FLORIDA,F,7J20,B,00F8: IT / DATA MANAGEMENT,f,f,f,S,2
14731.29,Low,0,CALIFORNIA,F,6640,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,t,f,S,4
34267.91,Low,0,OHIO,F,6640,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O,2
99998,Low,3,VIRGINIA,A,R499,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,2
5776500000,Med,2,VIRGINIA,A,R499,,,t,f,f,S,13
261719.49,High,0,VIRGINIA,A,F115,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
685983.65,Med,0,ALASKA,A,DF10,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,t,f,S,1
399911,Med,1,VIRGINIA,A,B528,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
1085312,Med,0,MARYLAND,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
70831,Low,0,OHIO,A,F999,A,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O,1
962549.44,Med,4,MISSOURI,A,AJ33,C,0000: UNKNOWN,f,f,f,O,1
258303.12,Med,8,ILLINOIS,D,B510,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,S,12
