potential_total_value_of_award,recipient_state_name,extent_competed_code,product_or_service_code,award_type_code,program_activities_funding_this_award,woman_owned_business,minority_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code
2710051.91,VIRGINIA,A,C214,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL;0402: SUPERFUND:  REMEDIAL,f,f,f,O
6942204.17,CALIFORNIA,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL",f,f,f,O
341311,ALABAMA,D,R616,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S
710786.45,ALABAMA,A,R431,C,0000: UNKNOWN;00F5: HUMAN RESOURCES MANAGEMENT,f,f,f,S
20493,PENNSYLVANIA,C,7G22,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00J7: GREAT LAKES RESTORATION",f,f,f,O
549295.08,MASSACHUSETTS,A,F999,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
11685,WISCONSIN,G,J066,B,"00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
22026,TEXAS,A,7A21,A,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
197288.8,MARYLAND,G,7030,B,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
148805195.4,DELAWARE,D,F108,,,f,f,f,S
450000000,MARYLAND,D,C219,,00J7: GREAT LAKES RESTORATION,f,f,f,S
79800.05,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
414998,MASSACHUSETTS,C,F999,C,00E7: CIVIL RIGHTS/TITLE VI COMPLIANCE,f,f,f,O
18905,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
25000,DELAWARE,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
25987.82,VIRGINIA,F,R499,B,0071: HOMELAND SECURITY:  CRITICAL INFRASTRUCTURE PROTECTION,f,f,f,O
40623,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
1680507,VIRGINIA,A,R425,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
1601283.78,VIRGINIA,A,R499,C,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT;0608: IT / DATA MANAGEMENT,f,f,f,O
127947.61,MISSOURI,A,R429,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
518511.95,MARYLAND,D,R408,C,00C7: SUPERFUND: ENFORCEMENT,f,f,t,S
1709256.91,KANSAS,A,DG11,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT,t,t,f,S
374005.28,VIRGINIA,A,C214,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
171000,NORTH CAROLINA,F,AH52,C,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
260949.39,MARYLAND,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
890507,TENNESSEE,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
1963661.88,VIRGINIA,A,R499,C,0070: HOMELAND SECURITY:  COMMUNICATION AND INFORMATION,f,f,f,O
378945.36,CALIFORNIA,A,J066,C,00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION,f,t,f,S
99309,NEW YORK,D,AJ11,D,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
21319.5,VIRGINIA,C,DE02,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
54825,NEW YORK,G,7A21,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
1492017,TENNESSEE,A,F115,,,f,f,f,S
715000,CALIFORNIA,C,DH10,B,00F5: HUMAN RESOURCES MANAGEMENT,f,f,f,S
846010.7,VIRGINIA,A,R431,A,00F5: HUMAN RESOURCES MANAGEMENT,f,t,f,S
1067467.95,MARYLAND,D,R499,C,0000: UNKNOWN;0043: BROWNFIELDS;00A1: RCRA:  WASTE MANAGEMENT,f,f,f,S
66725,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
252793.5,COLORADO,A,R499,C,00AK: ALASKA CONTAMINATED LANDS,f,f,f,S
63662.9,VIRGINIA,A,B510,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O
266809.2,NORTH CAROLINA,A,F101,A,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
901767.54,MASSACHUSETTS,A,R710,C,"0000: UNKNOWN;00C7: SUPERFUND: ENFORCEMENT;00C7: SUPERFUND:  ENFORCEMENT;0307: SUPERFUND:  ENFORCEMENT;0505: CENTRAL PLANNING, BUDGETING, AND FINANCE;3099: RCRA:  CORRECTIVE ACTION",f,f,f,O
86689,OHIO,G,6350,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
23000000,FLORIDA,D,R499,,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,t,t,S
11950.2,MICHIGAN,F,6810,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,S
90471.63,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
7614316,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
1994070.86,GEORGIA,A,R429,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL",f,f,f,O
68935,NEW YORK,F,J066,B,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
856240,OHIO,D,R425,C,00J7: GREAT LAKES RESTORATION;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,t,t,f,S
65231.22,ILLINOIS,A,6640,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
126486.78,MASSACHUSETTS,A,F999,C,0000: UNKNOWN;00D4: SURFACE WATER PROTECTION,f,f,f,O
250950,VIRGINIA,A,F999,A,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
947472.1,VIRGINIA,A,C214,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
40000000,MARYLAND,D,C1DB,,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
40293,VIRGINIA,A,R499,A,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
55000,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
148898.42,MARYLAND,D,F999,C,0000: UNKNOWN;00F1: EXCHANGE NETWORK,f,f,f,S
3821511.84,COLORADO,B,M1GZ,D,0000: UNKNOWN;0079: BROWNFIELDS PROJECTS;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL,t,t,f,S
15408.06,MISSOURI,D,F108,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
0,PENNSYLVANIA,A,R408,,,f,f,f,O
22412.9,OHIO,F,6515,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,O
263437.5,FLORIDA,C,7030,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
14422,CALIFORNIA,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
20000000,VIRGINIA,A,V301,,,f,f,f,O
665413,MASSACHUSETTS,A,F999,C,0000: UNKNOWN;0079: BROWNFIELDS PROJECTS;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00D8: TRI / RIGHT TO KNOW;00E4: ALTERNATIVE DISPUTE RESOLUTION;00F9: LEGAL ADVICE: ENVIRONMENTAL PROGRAM;00G1: LEGAL ADVICE: SUPPORT PROGRAM,f,f,f,O
15305.49,KANSAS,G,9540,B,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,S
200000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
225350.49,MISSOURI,D,F108,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S
5151437,TEXAS,D,B510,C,00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,f,f,S
104299849,VIRGINIA,A,DF01,,,t,f,f,S
121842,DELAWARE,A,J066,C,0044: CIVIL ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
25000548.27,TEXAS,A,R425,D,0000: UNKNOWN;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION;3046: CLIMATE PROTECTION PROGRAM;3061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
20437789.46,NEW JERSEY,D,V214,D,0000: UNKNOWN;00J7: GREAT LAKES RESTORATION;1007: GREAT LAKES RESTORATION,f,f,f,S
21151.62,VIRGINIA,D,R425,C,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,S
133886,OHIO,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,t,t,f,S
17916.87,MAINE,G,B516,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,t,f,O
1001320.23,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
2844951.82,IDAHO,A,R410,C,0095: POLLUTION PREVENTION PROGRAM;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,t,t,f,S
282724,MASSACHUSETTS,A,R499,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
83970.37,MISSOURI,A,R429,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
98379.48,MARYLAND,D,DA01,C,00F8: IT / DATA MANAGEMENT,t,t,f,S
690869.07,VIRGINIA,D,F108,C,00C9: SUPERFUND:  FEDERAL FACILITIES,f,f,f,S
60243.75,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
344877.27,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
2150000,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
149348.7,VIRGINIA,A,B528,A,0097: RADIATION:  PROTECTION,f,f,f,S
307478,TENNESSEE,A,R499,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
1631860.07,CALIFORNIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
473888,MASSACHUSETTS,G,F101,A,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00D8: TRI / RIGHT TO KNOW,f,f,f,O
19402.81,CONNECTICUT,A,W074,C,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
91090,TEXAS,F,6640,B,0054: ENDOCRINE DISRUPTORS,f,f,f,S
47292.69,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S
265639,DISTRICT OF COLUMBIA,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
473527.37,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
195016,GEORGIA,,6830,,,f,f,f,S
65182,VIRGINIA,A,R408,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O
4261196.69,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
411000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
243478.19,VIRGINIA,A,R499,C,0084: HUMAN HEALTH RISK ASSESSMENT;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
251571,VIRGINIA,A,R499,C,0084: HUMAN HEALTH RISK ASSESSMENT,f,f,f,O
664142.35,WISCONSIN,A,C219,C,0000: UNKNOWN;00J7: GREAT LAKES RESTORATION,f,f,f,O
29684,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
18576014,NORTH CAROLINA,A,R499,C,0000: UNKNOWN;0054: ENDOCRINE DISRUPTORS,f,f,f,O
78770,MASSACHUSETTS,A,R499,C,0053: DRINKING WATER PROGRAMS,f,f,f,O
632715,MASSACHUSETTS,A,R425,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
27150,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
744782.26,MASSACHUSETTS,A,R499,C,0000: UNKNOWN;0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
22239.86,VIRGINIA,D,7A21,C,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,t,t,S
96931,OHIO,D,R425,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",t,t,f,S
17260,TEXAS,F,J066,B,0046: CLIMATE PROTECTION PROGRAM,f,f,f,S
11128,MASSACHUSETTS,G,7A20,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
30120,FLORIDA,F,7J20,B,00F8: IT / DATA MANAGEMENT,f,f,f,S
14731.29,CALIFORNIA,F,6640,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,t,f,S
34267.91,OHIO,F,6640,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
99998,VIRGINIA,A,R499,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
5776500000,VIRGINIA,A,R499,,,t,f,f,S
261719.49,VIRGINIA,A,F115,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
685983.65,ALASKA,A,DF10,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,t,f,S
399911,VIRGINIA,A,B528,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
1085312,MARYLAND,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
70831,OHIO,A,F999,A,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
962549.44,MISSOURI,A,AJ33,C,0000: UNKNOWN,f,f,f,O
258303.12,ILLINOIS,D,B510,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,S
11116883.54,MARYLAND,D,R408,C,"0000: UNKNOWN;0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL;00H2: SUPERFUND: FEDERAL FACILITIES ENFORCEMENT;0306: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;0307: SUPERFUND:  ENFORCEMENT;0309: SUPERFUND:  FEDERAL FACILITIES;0402: SUPERFUND:  REMEDIAL;0602: FACILITIES INFRASTRUCTURE AND OPERATIONS;3044: CIVIL ENFORCEMENT;3050: COMPLIANCE MONITORING",f,f,t,S
4440233.13,PENNSYLVANIA,A,M1AZ,C,"0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0084: HUMAN HEALTH RISK ASSESSMENT;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",f,f,f,O
73803215,VIRGINIA,A,R499,,,f,f,f,O
12886.68,NEVADA,C,7A21,B,0052: CRIMINAL ENFORCEMENT,f,f,f,O
13008763.66,OHIO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
4198820,COLORADO,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
267690.12,MISSOURI,B,F108,C,00D2: SUPERFUND:  REMEDIAL,t,f,f,S
25500,TENNESSEE,D,R602,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
2549716,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
7121788.9,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
221762.76,COLORADO,A,F999,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1995650,MASSACHUSETTS,A,R499,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
1127138.19,VIRGINIA,A,DA10,C,00F3: ACQUISITION MANAGEMENT,f,f,f,O
47126,TENNESSEE,A,H399,C,0000: UNKNOWN;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
410000000,PENNSYLVANIA,A,F108,,0000: UNKNOWN,f,f,f,O
88947.5,PENNSYLVANIA,G,6685,B,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0099: RCRA: CORRECTIVE ACTION;00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O
12968.7,OHIO,C,7A21,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
1981910,MASSACHUSETTS,A,R499,C,0046: CLIMATE PROTECTION PROGRAM;00NE: LOW EMISSIONS ELECTRIC,f,f,f,O
146099,MICHIGAN,A,F999,C,,f,f,f,O
193769.34,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
3121120.86,NEW YORK,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
17659177,NORTH CAROLINA,A,R425,A,0065: GEOGRAPHIC PROGRAM:  GULF OF MEXICO;0088: MARINE POLLUTION;0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00D4: SURFACE WATER PROTECTION,f,f,f,O
2421913.78,MARYLAND,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
1011006,NEW HAMPSHIRE,C,6710,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,O
25000,DISTRICT OF COLUMBIA,C,R499,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
15000,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
624786,MARYLAND,A,F103,A,0053: DRINKING WATER PROGRAMS,f,f,f,O
1305461.09,VIRGINIA,A,DG10,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
346949.24,ILLINOIS,A,R429,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
107782.29,FLORIDA,F,R497,B,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
39798062,VIRGINIA,A,R499,,,f,f,f,O
1383119,WISCONSIN,A,J030,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0076: INDOOR AIR:  RADON PROGRAM;00H5: REDUCE RISKS FROM INDOOR AIR",f,f,f,O
23880,CALIFORNIA,F,H942,B,00F8: IT / DATA MANAGEMENT,t,f,f,O
4187426.19,ILLINOIS,A,F108,C,"0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS);0050: COMPLIANCE MONITORING;0053: DRINKING WATER PROGRAMS;0070: HOMELAND SECURITY:  COMMUNICATION AND INFORMATION;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS",f,f,f,O
147135.24,VIRGINIA,A,B504,C,0050: COMPLIANCE MONITORING,f,f,f,O
185800,TENNESSEE,A,H399,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
280208.32,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
391706.66,PENNSYLVANIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
258470.58,VIRGINIA,D,R425,C,0000: UNKNOWN;00A1: RCRA:  WASTE MANAGEMENT;00A2: RCRA:  WASTE MINIMIZATION & RECYCLING,f,f,f,S
392291.45,DISTRICT OF COLUMBIA,A,C1AA,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
1681467,MICHIGAN,F,6640,D,0046: CLIMATE PROTECTION PROGRAM;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
287634,TEXAS,D,R425,C,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,S
1849619.99,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
43148,MARYLAND,F,J066,B,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
201666,VIRGINIA,A,B528,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
163000000,MASSACHUSETTS,A,R408,,,f,f,f,O
66113.03,DELAWARE,A,6640,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
2577937.2,CALIFORNIA,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
70280.58,VIRGINIA,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
1914759.93,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
7312.89,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
43571,COLORADO,F,D317,B,,f,f,f,O
45304.06,CALIFORNIA,A,6640,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
390796.76,VIRGINIA,D,R499,C,0000: UNKNOWN;00C9: SUPERFUND:  FEDERAL FACILITIES,f,f,f,O
7835591.4,VIRGINIA,D,T001,,,t,f,f,S
73470.97,TEXAS,G,6640,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
3197930.14,MARYLAND,D,R408,C,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT;0608: IT / DATA MANAGEMENT,f,f,t,S
26709.7,MISSOURI,A,R429,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS",f,f,f,O
494085.13,NORTH CAROLINA,A,R499,C,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
227113,OHIO,A,R499,A,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
1634710,NORTH CAROLINA,A,F101,A,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O
75530,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
35197.68,NEW JERSEY,A,5805,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;3072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",t,f,f,S
47877.75,SOUTH DAKOTA,F,7B21,B,,t,f,f,S
298360.47,DISTRICT OF COLUMBIA,A,R425,,,f,f,f,S
1540124.32,TEXAS,A,R425,C,0000: UNKNOWN;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
1134831.12,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
117059.74,MISSOURI,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1553302,MICHIGAN,D,R499,C,0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00D4: SURFACE WATER PROTECTION,f,f,f,S
100000,ALABAMA,D,AJ11,D,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
36995.4,MASSACHUSETTS,G,J066,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
47731.35,MASSACHUSETTS,A,F108,A,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",t,f,f,S
